Time,Latitude,Longitude,Range,CorrectedRange,LLH,CorrectedLLH,OrthometricHeight
526162803.281234,52.419321,13.641876,810644.6633,810642.1758,67.3736,67.4173,27.6417
526162803.33069277,52.422169999999994,13.64049,810645.5071,810643.0195,67.1514,67.1951,27.4270
528495608.8442466,52.405533,13.641838,810517.6903,810515.2194,71.8651,71.8455,32.0249
528495608.89370537,52.408383,13.640452999999999,810518.4625,810515.9917,71.7088,71.6893,31.8764
530828406.5140798,52.403636999999996,13.658823,810385.6895,810383.2597,72.1242,72.0687,32.2619
530828406.5635128,52.406484999999996,13.657439,810386.3825,810383.9527,72.0531,71.9976,32.1985
530828406.61294603,52.409333,13.656056,810387.0335,810384.6037,72.0239,71.9684,32.1770
530828406.66237926,52.412181999999994,13.654672,810390.1948,810387.7650,69.4844,69.4289,29.6453
530828406.7118254,52.415029999999994,13.653286999999999,810391.2904,810388.8606,69.0108,68.9554,29.1794
530828406.7612586,52.417879,13.651902999999999,810394.1124,810391.6826,66.8106,66.7552,26.9870
530828406.8107047,52.420727,13.650518,810396.5837,810394.1539,64.9613,64.9059,25.1454
533161204.36305714,52.412183999999996,13.659958999999999,810494.3408,810491.8849,75.1849,75.1477,35.3705
533161204.41250277,52.415033,13.658574999999999,810494.4882,810492.0323,75.6680,75.6308,35.8612
533161204.46194816,52.417882,13.657191,810495.0042,810492.5483,75.7825,75.7453,35.9833
533161204.5114064,52.420732,13.655806,810496.8185,810494.3627,74.5987,74.5616,34.8073
535494002.9425819,52.404449,13.646723,810654.6694,810652.2594,71.5956,71.6106,31.7922
535494002.9920275,52.407297,13.645337999999999,810655.9042,810653.4942,70.9895,71.0045,31.1939
535494003.0414994,52.410146999999995,13.643953,810656.3729,810653.9629,71.1497,71.1647,31.3618
535494003.0909455,52.412996,13.642567,810657.3475,810654.9374,70.8039,70.8189,31.0236
535494003.1404042,52.415845,13.641181999999999,810659.4553,810657.0452,69.3248,69.3398,29.5521
537826805.6869459,52.405206,13.65237,810662.7663,810660.3968,71.3528,71.3892,31.5800
537826805.7363915,52.408055,13.650986,810663.8005,810661.4310,70.9388,70.9752,31.1737
537826805.7858624,52.410905,13.6496,810665.0131,810662.6436,70.3467,70.3832,30.5894
537826805.8353207,52.413754,13.648214999999999,810665.7690,810663.3994,70.2113,70.2477,30.4616
537826805.8847916,52.416604,13.64683,810666.8697,810664.5001,69.7311,69.7675,29.9892
537826805.9342499,52.419453,13.645444999999999,810670.7188,810668.3492,66.5023,66.5387,26.7681
537826805.9837208,52.422303,13.644058999999999,810670.2936,810667.9240,67.5480,67.5844,27.8216
540159605.7693181,52.410171,13.659225,810504.6396,810502.2355,71.7364,71.7200,31.9354
540159605.8187635,52.413019,13.657841,810508.0712,810505.6671,68.9217,68.9054,29.1285
540159605.8682218,52.415869,13.656455999999999,810509.7416,810507.3375,67.8684,67.8521,28.0830
540159605.9176674,52.418718,13.655071999999999,810513.2905,810510.8863,64.9366,64.9202,25.1589
540159605.9671009,52.421566,13.653687999999999,810514.9143,810512.5101,63.9295,63.9132,24.1596
542492404.3183043,52.414142999999996,13.659849999999999,810417.3120,810414.9135,74.5446,74.4584,34.6875
542492404.367737,52.416990999999996,13.658467,810416.9293,810414.5309,75.5500,75.4638,35.7006
542492404.4171824,52.41984,13.657083,810417.8821,810415.4837,75.2201,75.1339,35.3782
542492404.4666152,52.422688,13.655699,810421.5426,810419.1443,72.1822,72.0960,32.3480
544825208.2789636,52.403583,13.649954999999999,810523.4025,810520.9702,71.7703,71.6700,31.8525
544825208.3284097,52.406431,13.648570999999999,810524.0155,810521.5832,71.7847,71.6844,31.8746
544825208.3778684,52.409281,13.647186,810545.9769,810543.5445,50.4510,50.3507,10.5486
544825208.4273145,52.41213,13.645800999999999,810563.9628,810561.5304,33.0924,32.9922,-6.8023
544825208.4767604,52.414978,13.644416,810522.8591,810520.4266,74.8236,74.7233,34.9366
544825208.5262065,52.417826999999996,13.643030999999999,810534.9727,810532.5402,63.3374,63.2372,23.4581
544825208.5756526,52.420676,13.641644999999999,810530.7040,810528.2714,68.2335,68.1332,28.3618
547158011.2989297,52.405125999999996,13.655807999999999,810617.6546,810615.2069,70.5531,70.5049,30.6995
